ids,label,phaidra
"['https://wikidata-externalid-url.toolforge.org/?p=8034&url_prefix=https://opac.vatlib.it/auth/detail/&id=495/44554', 'https://viaf.org/viaf/111167713/', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200001%202308%201331', 'https://data.cerl.org/thesaurus/cnp01316382', 'https://www.wikidata.org/wiki/Q179284']",Anna Comnena,https://pid.phaidra.org/vocabulary/24Y4-VTXK
[],Wolfgang Wilhelm,https://pid.phaidra.org/vocabulary/V7Z4-5NM1
"['https://data.cerl.org/thesaurus/cnp01510938', 'https://viaf.org/viaf/61599137/', 'https://www.wikidata.org/wiki/Q64263']","Gruter, Jan",https://pid.phaidra.org/vocabulary/HGS1-ZC97
"['https://data.cerl.org/thesaurus/cnp01363506', 'https://www.wikidata.org/wiki/Q1922212', 'https://viaf.org/viaf/19824580/']","Gramaye, Jean-Baptiste",https://pid.phaidra.org/vocabulary/RP6Y-YZFK
"['https://viaf.org/viaf/59117215/', 'https://www.wikidata.org/wiki/Q96252828']","Bie, Jacob de",https://pid.phaidra.org/vocabulary/VT18-YHB8
"['https://www.wikidata.org/wiki/Q160445', 'https://data.cerl.org/thesaurus/cnp01322079']",Boniface,https://pid.phaidra.org/vocabulary/9PBD-9J7B
[],Wolffstein,https://pid.phaidra.org/vocabulary/B5JZ-22Q0
"['https://data.cerl.org/thesaurus/cnp00447299', 'https://viaf.org/viaf/304945284/', 'https://www.wikidata.org/wiki/Q55846563']","Schürer, Zacharias",https://pid.phaidra.org/vocabulary/NX9R-YTG2
[],Stuart,https://pid.phaidra.org/vocabulary/P0N1-F3P8
[],"De Roon, Petrus",https://pid.phaidra.org/vocabulary/N1SR-5YDS
"['https://data.cerl.org/thesaurus/cnp01235919', 'https://www.wikidata.org/wiki/Q161853', 'https://viaf.org/viaf/50151776733818010028/']",Hero of Alexandria,https://pid.phaidra.org/vocabulary/N60G-PVP9
"['https://www.wikidata.org/wiki/Q1047911', 'https://viaf.org/viaf/20444846/', 'https://data.cerl.org/thesaurus/cnp00388099']","Hofman, Caspar",https://pid.phaidra.org/vocabulary/MRWK-BZ53
[],Jacobus Taravel Gandavensis Wappenschneider,https://pid.phaidra.org/vocabulary/5R46-NEGJ
"['https://viaf.org/viaf/428144647706076569748/', 'https://www.wikidata.org/wiki/Q51884', 'https://data.cerl.org/thesaurus/cnp00748431']","Damascenus, Ioannes",https://pid.phaidra.org/vocabulary/13TT-36CY
"['https://data.cerl.org/thesaurus/cnp00480011', 'https://www.wikidata.org/wiki/Q109833454', 'https://viaf.org/viaf/52628476/']","Trevinnius, Melchior",https://pid.phaidra.org/vocabulary/E6Y3-HRGT
[],Stralendorf,https://pid.phaidra.org/vocabulary/95Q1-Z28F
[],Antonius ab Halewyn,https://pid.phaidra.org/vocabulary/811P-6WYN
"['https://www.wikidata.org/wiki/Q1969164', 'https://data.cerl.org/thesaurus/cnp00944510', 'https://viaf.org/viaf/95296771/']",Nicolas of Lyra,https://pid.phaidra.org/vocabulary/P1Z3-51PG
[],Gisbert von Vossenburg,https://pid.phaidra.org/vocabulary/RXPS-D5SW
"['https://www.wikidata.org/wiki/Q1909790', 'https://data.cerl.org/thesaurus/cnp01027649', 'https://viaf.org/viaf/62486997/']","Colerus, Matthias",https://pid.phaidra.org/vocabulary/JPDJ-4Q2S
"['https://www.wikidata.org/wiki/Q85413835', 'https://data.cerl.org/thesaurus/cnp00970644', 'https://viaf.org/viaf/17091868/']","Coccius, Jodocus",https://pid.phaidra.org/vocabulary/1YGJ-M80F
[],P. Nazarithanus,https://pid.phaidra.org/vocabulary/K42V-N9X5
[],Hebraeus doctor Leb Viennensis,https://pid.phaidra.org/vocabulary/Q36T-A630
[],Aulic Chamber,https://pid.phaidra.org/vocabulary/J5KJ-R2RX
"['https://data.cerl.org/thesaurus/cnp01316717', 'https://www.wikidata.org/wiki/Q241026', 'https://viaf.org/viaf/154679127/']",Muḥammad al-Buchārī,https://pid.phaidra.org/vocabulary/P1FF-SC46
[],Signor Carnevali,https://pid.phaidra.org/vocabulary/RK7Q-HCZR
"['https://data.cerl.org/thesaurus/cnp01876151', 'https://edit16.iccu.sbn.it/resultset-autori/-/autori/detail/CNCA1183', 'https://www.wikidata.org/wiki/Q447318', 'https://viaf.org/viaf/15074694/']","Ziegler, Jacob Ziegler",https://pid.phaidra.org/vocabulary/KEHA-S9NZ
"['https://viaf.org/viaf/84148433/', 'https://www.wikidata.org/wiki/Q63242640', 'https://data.cerl.org/thesaurus/cni00044739']","De Marne, Claude",https://pid.phaidra.org/vocabulary/HYZY-Q8VW
"['https://viaf.org/viaf/19852471/', 'https://data.cerl.org/thesaurus/cnp00405958', 'https://www.wikidata.org/wiki/Q471069']",Bernold of Konstanz,https://pid.phaidra.org/vocabulary/7YZ4-2C06
[],"Marsilius, Maximilianus",https://pid.phaidra.org/vocabulary/MKF6-GKYE
[],Hieronymus van Eluerenae,https://pid.phaidra.org/vocabulary/VR6A-ZEQ9
[],Questenberg,https://pid.phaidra.org/vocabulary/76WH-XVHA
[],Signor Carlo,https://pid.phaidra.org/vocabulary/ZTED-2JG7
"['https://data.cerl.org/thesaurus/cnp01054178', 'http://viaf.org/viaf/23008635']","Sedel, Georg",https://pid.phaidra.org/vocabulary/FJ64-YRVX
"['https://data.cerl.org/thesaurus/cnp01388584', 'https://www.wikidata.org/wiki/Q514079', 'https://viaf.org/viaf/22421432/']","Rantzau, Heinrich",https://pid.phaidra.org/vocabulary/YQA1-63T9
[],Belga quisdam,https://pid.phaidra.org/vocabulary/3SY0-MJDP
['http://viaf.org/viaf/89276915'],"Marchtaler, Veit von",https://pid.phaidra.org/vocabulary/QJ7A-A24Q
[],"Mochinger, Johannes",https://pid.phaidra.org/vocabulary/GTMF-XFT9
[],"Steckovius, Zacharias",https://pid.phaidra.org/vocabulary/GB14-D6HK
['https://data.cerl.org/thesaurus/cnp02162699'],"Hagen, Johann Ludwig von",https://pid.phaidra.org/vocabulary/KKAK-9PA1
"['http://viaf.org/viaf/289365363', 'http://www.wikidata.org/entity/Q1702719', 'https://data.cerl.org/thesaurus/cnp01379867']",Yom Tov Lipmann Muelhausen,https://pid.phaidra.org/vocabulary/BRNB-P16T
[],Zehender,https://pid.phaidra.org/vocabulary/1ARJ-A0FH
"['https://www.wikidata.org/wiki/Q203445', 'https://data.cerl.org/thesaurus/cnp00086324', 'https://viaf.org/viaf/64016141/']",Porphyry,https://pid.phaidra.org/vocabulary/ZDBZ-1GF9
[],"De Stregen, Hans",https://pid.phaidra.org/vocabulary/Y2CJ-ZG0S
[],Rozza,https://pid.phaidra.org/vocabulary/DD26-YXMB
[],"Eliata, Robertus",https://pid.phaidra.org/vocabulary/49Y2-Y0FV
[],Arnoldus Hardwicenius,https://pid.phaidra.org/vocabulary/CQNM-QA3G
"['https://www.wikidata.org/wiki/Q1573641', 'https://data.cerl.org/thesaurus/cnp00097434', 'https://viaf.org/viaf/73890820/']","Waser, Kaspar",https://pid.phaidra.org/vocabulary/JDK6-KN46
['https://www.wikidata.org/wiki/Q445560'],"Belon, Pierre",https://pid.phaidra.org/vocabulary/SB8Z-73QV
[],"Bosso, Massimiliano",https://pid.phaidra.org/vocabulary/9K3J-5NAQ
[],P. Thomas,https://pid.phaidra.org/vocabulary/KKJ5-VT70
"['https://viaf.org/viaf/76454666/', 'https://www.wikidata.org/wiki/Q641028']","Wotton, Henry",https://pid.phaidra.org/vocabulary/7RPR-CDQN
[],Frinzen,https://pid.phaidra.org/vocabulary/HEQH-37SH
"['https://viaf.org/viaf/88342447/', 'https://www.wikidata.org/wiki/Q7198', 'https://data.cerl.org/thesaurus/cnp01461605']",Publius Ovidius Naso,https://pid.phaidra.org/vocabulary/8VXJ-X1Q4
"['https://viaf.org/viaf/49302355/', 'https://www.wikidata.org/wiki/Q3166217', 'https://data.cerl.org/thesaurus/cnp01339982']","Chifflet, Jean-Jacques",https://pid.phaidra.org/vocabulary/WK6N-VNT4
"['https://viaf.org/processed/SKMASNL%7Cvtls011049333', 'https://www.wikidata.org/wiki/Q52940', 'https://data.cerl.org/thesaurus/cnp00868830']",Sigismund III Vasa,https://pid.phaidra.org/vocabulary/BCFA-K4TD
[],Springer,https://pid.phaidra.org/vocabulary/GNPZ-6S2V
[],Herring,https://pid.phaidra.org/vocabulary/TGD0-WA2P
[],"Sebald, Martin",https://pid.phaidra.org/vocabulary/VJS0-EJ36
"['https://www.wikidata.org/wiki/Q2039', 'https://data.cerl.org/thesaurus/cnp00982110', 'https://viaf.org/viaf/99942145/']",Titus Livius,https://pid.phaidra.org/vocabulary/ABSY-SWKJ
[],Langelshemius,https://pid.phaidra.org/vocabulary/D0M1-3VPB
[],"Schwanberg, Georg Galler von",https://pid.phaidra.org/vocabulary/3QJH-5H23
[],N. Schadijck van Amersfoort,https://pid.phaidra.org/vocabulary/7GSF-2M22
"['https://www.deutsche-biographie.de/sfzZ0435.html?language=en', 'https://m.wikidata.org/wiki/Q19739105', 'https://viaf.org/viaf/32803902/', 'https://fuggerzeitungen.univie.ac.at/en/personen/zehender-johannes', 'https://data.cerl.org/thesaurus/cnp01039734']","Zehender, Johannes",https://pid.phaidra.org/vocabulary/JBXB-WSR7
[],"Von Meulen, Franciscus",https://pid.phaidra.org/vocabulary/5N1S-3BYQ
"['https://viaf.org/viaf/10605557/', 'https://www.wikidata.org/wiki/Q1368345', 'https://data.cerl.org/thesaurus/cnp01338526']","Golius, Jacobus",https://pid.phaidra.org/vocabulary/Z5KV-9BMX
[],"Landrachinger, Godefridus",https://pid.phaidra.org/vocabulary/7TST-JTAK
"['https://www.qalamos.net/receive/MyMssPerson_agent_00000050', 'https://d-nb.info/gnd/1069095540', 'https://id.loc.gov/authorities/names/no2012152322.html', 'https://viaf.org/viaf/294545635/', 'https://www.fihrist.org.uk/catalog/work_6975']",Muḥammad Qāsim ibn Ḥājjī Muhammad Surūrī,https://pid.phaidra.org/vocabulary/DYDB-0RY3
"['https://www.wikidata.org/wiki/Q7327123', 'https://data.cerl.org/thesaurus/cnp01382067', 'https://viaf.org/viaf/22395113/']","Knolles, Richard",https://pid.phaidra.org/vocabulary/YKR3-6ZW3
[],Henri IV,https://pid.phaidra.org/vocabulary/T6SK-H6YN
[],Von Recke,https://pid.phaidra.org/vocabulary/8G33-XWT3
[],Archbishop of Damascus,https://pid.phaidra.org/vocabulary/V8NR-C8XY
"['https://www.deutsche-digitale-bibliothek.de/person/gnd/124147100', 'https://data.cerl.org/thesaurus/cnp00925464', 'http://viaf.org/viaf/3397729', 'https://www.wikidata.org/wiki/Q13409104', 'https://de.wikipedia.org/wiki/Friedrich_von_Monau']","Monau, Friedrich",https://pid.phaidra.org/vocabulary/SFPT-CWK6
[],"Maderus, Johannes Melchior",https://pid.phaidra.org/vocabulary/WW0P-1NTS
[],"Portugal, Guilielmus",https://pid.phaidra.org/vocabulary/2MG8-MXFR
[],Conradus Gaasch de Cachin,https://pid.phaidra.org/vocabulary/EKZQ-VKTW
[],"Tollman, Simon",https://pid.phaidra.org/vocabulary/2D63-XXM2
"['https://data.cerl.org/thesaurus/cnp01470514', 'https://kalliope-verbund.info/de/query?q=124394183', 'https://www.wikidata.org/wiki/Q533639', 'https://viaf.org/viaf/12339587/']","Rigault, Nicolas",https://pid.phaidra.org/vocabulary/DP0E-6GFW
"['https://data.cerl.org/thesaurus/cnp00397313', 'https://viaf.org/viaf/88838540/', 'https://www.wikidata.org/wiki/Q60907']",Albert V,https://pid.phaidra.org/vocabulary/QBEA-CHDR
[],"Martialis, Marcus Valerius",https://pid.phaidra.org/vocabulary/GA4G-3FJ6
[],Rath,https://pid.phaidra.org/vocabulary/ANX8-VW8Z
"['https://data.cerl.org/thesaurus/cnp00936195', 'https://viaf.org/viaf/62479553/', 'https://www.wikidata.org/wiki/Q7151970']","Laymann, Paul",https://pid.phaidra.org/vocabulary/8CDC-TCB6
[],Herbardus,https://pid.phaidra.org/vocabulary/EHW5-HNDG
[],Hollant,https://pid.phaidra.org/vocabulary/S9R3-7WP4
"['https://www.wikidata.org/wiki/Q112066', 'https://data.cerl.org/thesaurus/cnp00402237', 'https://viaf.org/viaf/88888825/']",Leopold V,https://pid.phaidra.org/vocabulary/6C3E-SMTM
"['https://viaf.org/viaf/256401633/', 'https://www.wikidata.org/wiki/Q14632953', 'https://data.cerl.org/thesaurus/cnp01967988']","Smetius, Johannes",https://pid.phaidra.org/vocabulary/D75T-JMRE
[],Rolandus,https://pid.phaidra.org/vocabulary/PA1E-N6EB
[],"Lomellini, Ignazio",https://pid.phaidra.org/vocabulary/4T3P-9T06
[],"Berner, Johannes",https://pid.phaidra.org/vocabulary/JNGN-TVVS
[],"Trippetta, Marx",https://pid.phaidra.org/vocabulary/VX86-R1QA
['https://www.wikidata.org/wiki/Q319273'],Gaio Asinius Pollio,https://pid.phaidra.org/vocabulary/JR5D-PS1E
['https://www.wikidata.org/wiki/Q25340725'],"Flescherman, David",https://pid.phaidra.org/vocabulary/BMJ9-45F6
"['https://kalliope-verbund.info/de/eac?eac.id=11604375X', 'https://www.fnz.geschichte.uni-muenchen.de/forschung/autoren-tabellenwerke/decker/index.html', 'https://data.cerl.org/thesaurus/cnp01470846']","Decker, Johannes",https://pid.phaidra.org/vocabulary/Q6M6-PRMY
"['https://isni.org/isni/0000000082663166', 'https://data.cerl.org/thesaurus/cnp00875367', 'https://viaf.org/viaf/74907400/', 'https://www.wikidata.org/wiki/Q59532492']","Oertel, Hieronymus",https://pid.phaidra.org/vocabulary/4A4Y-HX5K
[],"Boots, Johannes",https://pid.phaidra.org/vocabulary/SQ4C-3F40
[],Weser,https://pid.phaidra.org/vocabulary/9063-GZJ0
"['http://viaf.org/viaf/38013917', 'https://data.cerl.org/thesaurus/cnp00646730']","Tassis, Octavio de",https://pid.phaidra.org/vocabulary/XPQE-DSNT
"['https://www.wikidata.org/wiki/Q96077', 'https://www.deutsche-biographie.de/sfz53938.html', 'https://data.cerl.org/thesaurus/cnp01302418', 'https://viaf.org/viaf/66490380/']","Leunclavius, Johannes",https://pid.phaidra.org/vocabulary/HGNW-T8T1
"['https://viaf.org/viaf/89102284/', 'https://www.wikidata.org/wiki/Q381635', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200000%207100%205707', 'https://data.cerl.org/thesaurus/cnp01075144']","Pallotta, Giovanni Battista Maria",https://pid.phaidra.org/vocabulary/X036-6RKD
"['https://www.wikidata.org/wiki/Q453465', 'https://data.cerl.org/thesaurus/cnp00907132']",Eustathius of Thessalonika,https://pid.phaidra.org/vocabulary/FXZA-JV6S
['https://www.wikidata.org/wiki/Q1334934'],"Streun von Schwarzenau, Reichard",https://pid.phaidra.org/vocabulary/4BS1-5F7P
[],Capitano Draghi,https://pid.phaidra.org/vocabulary/CJCW-6TVS
[],"De Witte, Johannes",https://pid.phaidra.org/vocabulary/R7JX-6FTV
"['https://data.cerl.org/thesaurus/cnp01230516', 'https://viaf.org/viaf/13689964/', 'https://www.wikidata.org/wiki/Q473291']",Anastasius Sinaita,https://pid.phaidra.org/vocabulary/PY4B-E9Q1
['https://nl.wikipedia.org/wiki/Jan_Theunisz'],"Antonides, Johannes",https://pid.phaidra.org/vocabulary/XE7T-AYSU
[],Plantin,https://pid.phaidra.org/vocabulary/KVBC-3594
[],Stopius,https://pid.phaidra.org/vocabulary/27TW-C2MD
[],Dr. Bartholdus,https://pid.phaidra.org/vocabulary/YRJH-DVYH
"['https://www.wikidata.org/wiki/Q3180774', 'https://d-nb.info/gnd/100040535', 'https://viaf.org/viaf/22477499/']","Potken, Johannes",https://pid.phaidra.org/vocabulary/7E6T-YFY8
"['https://www.wikidata.org/wiki/Q7327864', 'https://data.cerl.org/thesaurus/cnp00000016', 'http://viaf.org/viaf/45248679']","Montague, Richard",https://pid.phaidra.org/vocabulary/Q9C9-KH2P
[],"Henricus, Nicolaus",https://pid.phaidra.org/vocabulary/EADT-QST7
"['https://data.cerl.org/thesaurus/cnp00394327', 'https://www.wikidata.org/wiki/Q36620', 'https://viaf.org/viaf/73850627/']","Brahe, Tycho",https://pid.phaidra.org/vocabulary/GFWQ-3262
[],Krebs,https://pid.phaidra.org/vocabulary/9Y7F-C8T7
"['https://viaf.org/viaf/7399844/', 'https://data.cerl.org/thesaurus/cnp01320033', 'https://www.wikidata.org/wiki/Q816903']","Montano, Benito Arias",https://pid.phaidra.org/vocabulary/QCWZ-KJHG
"['https://data.cerl.org/thesaurus/cnp02231369', 'https://www.wikidata.org/wiki/Q11112844', 'http://viaf.org/viaf/80373890']","Herwart von Hohenburg, Johann Georg",https://pid.phaidra.org/vocabulary/BND3-N1MS
[],"Van Giffen, Johann",https://pid.phaidra.org/vocabulary/APM2-2XCT
"['http://viaf.org/viaf/10186501', 'https://www.wikidata.org/wiki/Q1134021', 'https://data.cerl.org/thesaurus/cnp00105309']","Lapide, Cornelius a",https://pid.phaidra.org/vocabulary/67ZD-Y6ZP
"['https://viaf.org/viaf/47155092/', 'https://d-nb.info/gnd/102509379', 'https://www.wikidata.org/wiki/Q287479', 'https://www.qalamos.net/receive/MyMssPerson_agent_00006316', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200001%201879%203019', 'https://data.cerl.org/thesaurus/cnp00292956']",al-Istahri,https://pid.phaidra.org/vocabulary/62HX-ZFA9
"['https://viaf.org/viaf/7443076/', 'https://data.cerl.org/thesaurus/cnp01303071', 'https://www.wikidata.org/wiki/Q549214']","Erpenius, Thomas",https://pid.phaidra.org/vocabulary/XG3K-B5K1
[],"Crugerius, Nicolaus",https://pid.phaidra.org/vocabulary/D8C5-B79V
"['https://viaf.org/viaf/102323982/', 'https://www.wikidata.org/wiki/Q357027', 'https://data.cerl.org/thesaurus/cnp00397135']",Synesius of Cyrene,https://pid.phaidra.org/vocabulary/K1FV-36R8
"['https://viaf.org/viaf/72335235/', 'https://data.cerl.org/thesaurus/cnp00482728', 'https://www.wikidata.org/wiki/Q3492041', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200000%205542%205015']","Kirwitzer, Wenceslas Pantaleon",https://pid.phaidra.org/vocabulary/TATM-B0QY
"['https://www.wikidata.org/wiki/Q699651', 'https://data.cerl.org/thesaurus/cnp01877791', 'https://viaf.org/viaf/42639720/']","Jessenius, Jan",https://pid.phaidra.org/vocabulary/4ZCZ-49GZ
[],Stubeckhin,https://pid.phaidra.org/vocabulary/942H-E3EQ
"['https://opac.vatlib.it/auth/detail/495_243823', 'https://viaf.org/viaf/15114938/', 'https://www.wikidata.org/wiki/Q40858764', 'https://data.cerl.org/thesaurus/cnp01196867']","Guzmán, Luis de",https://pid.phaidra.org/vocabulary/MJHD-REEQ
"['https://data.cerl.org/thesaurus/cnp01876315', 'https://viaf.org/viaf/59197715/', 'https://www.wikidata.org/wiki/Q2870578']","Le Mire, Aubert",https://pid.phaidra.org/vocabulary/CNYY-FWRC
['https://data.cerl.org/thesaurus/cni00027131'],Drouart,https://pid.phaidra.org/vocabulary/W7V7-1P3C
['https://www.wikidata.org/wiki/Q367949'],Hafız Ahmed Pasha,https://pid.phaidra.org/vocabulary/DQRV-QSP9
"['https://data.cerl.org/thesaurus/cnp00579331', 'https://viaf.org/viaf/28760643/', 'https://www.wikidata.org/wiki/Q271835']",Maria Christina I,https://pid.phaidra.org/vocabulary/D5GZ-WX7B
[],Krenberger,https://pid.phaidra.org/vocabulary/WXZ0-708P
['https://it.wikipedia.org/wiki/Grazio_Maria_Grazi'],"Grazi, Grazio Maria",https://pid.phaidra.org/vocabulary/41MH-5M0Y
"['https://data.cerl.org/thesaurus/cnp01336064', 'https://viaf.org/viaf/76375795/', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200001%202140%201776', 'https://www.wikidata.org/wiki/Q647633']","Busbecq, Ogier Ghiselin de",https://pid.phaidra.org/vocabulary/9SBB-THPT
"['https://isni.org/isni/0000000079886764', 'https://viaf.org/viaf/29905392/', 'https://www.idref.fr/181731290']","Parent, François",https://pid.phaidra.org/vocabulary/NK25-P4B1
[],Felice Cancellario,https://pid.phaidra.org/vocabulary/DMYW-C8KE
[],"Khattes, Johannes",https://pid.phaidra.org/vocabulary/GZJN-YJBW
"['https://www.wikidata.org/wiki/Q68529', 'https://data.cerl.org/thesaurus/cnp00402619', 'https://viaf.org/viaf/88046723/']","Champlain, Samuel de",https://pid.phaidra.org/vocabulary/HK40-K9M2
"['https://viaf.org/viaf/74782252/', 'https://data.cerl.org/thesaurus/cnp00475968', 'https://www.wikidata.org/wiki/Q1695950']",Johann Rasch,https://pid.phaidra.org/vocabulary/VY64-ES28
"['http://viaf.org/viaf/5099127', 'http://thesaurus.cerl.org/record/cni00042453']","Cavellatus, Petrus",https://pid.phaidra.org/vocabulary/403K-SH2C
"['https://viaf.org/viaf/73844870/', 'https://www.wikidata.org/wiki/Q64159', 'https://data.cerl.org/thesaurus/cnp01876513']","Faber, Johannes",https://pid.phaidra.org/vocabulary/V2H1-4DSK
"['https://www.wikidata.org/wiki/Q353058', 'https://data.cerl.org/thesaurus/cnp00165477', 'https://viaf.org/viaf/253536103/']",Adelboldus Traiectensis,https://pid.phaidra.org/vocabulary/7TRJ-V884
"['https://data.cerl.org/thesaurus/cnp01445730', 'https://www.wikidata.org/wiki/Q44281', 'https://viaf.org/viaf/88881025/']",Ignatius of Loyola,https://pid.phaidra.org/vocabulary/R9RC-8DCZ
"['https://data.cerl.org/thesaurus/cnp00087745', 'https://www.wikidata.org/wiki/Q328688']","Breydenbach, Bernhard von",https://pid.phaidra.org/vocabulary/TBV2-QBCE
[],Martinus archidiaconus,https://pid.phaidra.org/vocabulary/1VJ3-P1GU
"['https://data.cerl.org/thesaurus/cnp01319259', 'https://www.wikidata.org/wiki/Q3173610', 'https://viaf.org/viaf/10642032/']","Lamormaini, Wilhelm",https://pid.phaidra.org/vocabulary/4DBZ-AAH6
"['https://data.cerl.org/thesaurus/cni00074726', 'https://viaf.org/viaf/32156533/', 'https://d-nb.info/gnd/119732971']","Kopffius, Petrus",https://pid.phaidra.org/vocabulary/R4NW-1QPP
"['https://www.wikidata.org/wiki/Q1949236', 'https://viaf.org/viaf/40276312/']",Moses of Mardin,https://pid.phaidra.org/vocabulary/Y6AX-TYTC
"['https://www.wikidata.org/wiki/Q318091', 'https://data.cerl.org/thesaurus/cnp00882202', 'https://viaf.org/viaf/88716939/']",Carlo Emanuele I,https://pid.phaidra.org/vocabulary/KYH0-660A
['https://www.wikidata.org/wiki/Q532684'],Salvianus Massiliensis,https://pid.phaidra.org/vocabulary/ABG4-ST02
"['https://viaf.org/viaf/5065712/', 'https://www.wikidata.org/wiki/Q132711', 'https://data.cerl.org/thesaurus/cnp01238319']",Paul V,https://pid.phaidra.org/vocabulary/H3HJ-3T9X
[],"Guertner, Georg",https://pid.phaidra.org/vocabulary/8W98-06E3
[],Frau Henspergerin,https://pid.phaidra.org/vocabulary/M9KV-QGHE
[],"Gerbel, Nikolaus",https://pid.phaidra.org/vocabulary/BJAK-6EA6
"['https://data.cerl.org/thesaurus/cni00050013', 'https://www.wikidata.org/wiki/Q5503916', 'https://viaf.org/viaf/76339462/']","Sylburg, Friedrich",https://pid.phaidra.org/vocabulary/X401-VFRA
[],"Stenfgelius, Paulus",https://pid.phaidra.org/vocabulary/1Z32-W95Y
"['https://data.cerl.org/thesaurus/cnp01443527', 'https://www.wikidata.org/wiki/Q931436', 'https://viaf.org/viaf/61551948/']","Sambucus, Johannes",https://pid.phaidra.org/vocabulary/VQC1-6NXX
"['https://www.wikidata.org/wiki/Q227694', 'https://viaf.org/viaf/25394064/', 'https://data.cerl.org/thesaurus/cnp01466621']",Gregory XII,https://pid.phaidra.org/vocabulary/VFQ5-N3VA
"['https://data.cerl.org/thesaurus/cnp00385223', 'https://www.wikidata.org/wiki/Q55122778', 'https://viaf.org/viaf/67209280/']","Dinner, Andreas",https://pid.phaidra.org/vocabulary/TREX-99JN
"['https://viaf.org/viaf/103645951/', 'https://en.wikipedia.org/wiki/Mark_Welser', 'https://data.cerl.org/thesaurus/cnp01879500', 'https://www.wikidata.org/wiki/Q91389']","Welser, Marcus",https://pid.phaidra.org/vocabulary/E33Z-BG00
"['https://www.wikidata.org/wiki/Q79972', 'https://viaf.org/viaf/88905668/', 'https://data.cerl.org/thesaurus/cnp01302152']",James I,https://pid.phaidra.org/vocabulary/J8SB-ZXQH
[],Pena,https://pid.phaidra.org/vocabulary/X5NJ-MGK4
"['https://www.wikidata.org/wiki/Q78801', 'https://viaf.org/viaf/62351283/', 'https://data.cerl.org/thesaurus/cnp01236151']","Khlesl, Melchior",https://pid.phaidra.org/vocabulary/N7AT-QC23
[],Haberstock,https://pid.phaidra.org/vocabulary/T6WN-CAB2
"['https://www.wikidata.org/wiki/Q64272', 'https://viaf.org/viaf/36995393/', 'https://data.cerl.org/thesaurus/cnp01339895']","Goclenius, Rudolph",https://pid.phaidra.org/vocabulary/Q2SQ-MH3Y
"['https://www.wikidata.org/wiki/Q2513067', 'https://viaf.org/viaf/311483189/', 'https://it.wikipedia.org/wiki/Gerolamo_De_Franchi_Conestagio']","De Franchi Conestaggio, Girolamo",https://pid.phaidra.org/vocabulary/W9W5-S6GX
"['https://viaf.org/viaf/61555478/', 'https://www.wikidata.org/wiki/Q3710095', 'https://data.cerl.org/thesaurus/cnp01162603']","Bedwell, William",https://pid.phaidra.org/vocabulary/45CW-69VN
"['https://data.cerl.org/thesaurus/cnp01413677', 'https://www.deutsche-biographie.de/pnd101661912X.html', 'http://viaf.org/viaf/241904416']","Küttner von Künitz, Johann",https://pid.phaidra.org/vocabulary/3112-ZPN4
"['https://data.cerl.org/thesaurus/cnp01359866', 'https://viaf.org/viaf/317291529/', 'https://www.wikidata.org/wiki/Q317029']",Theodoret,https://pid.phaidra.org/vocabulary/1X54-ZWTX
[],Anna Juditha,https://pid.phaidra.org/vocabulary/V7MD-XN7S
"['https://www.wikidata.org/wiki/Q3741964', 'https://data.cerl.org/thesaurus/cnp00499748', 'https://viaf.org/viaf/50283515/']",Frederick IV of Fürstenberg,https://pid.phaidra.org/vocabulary/49Y2-BF2K
"['http://www.wikidata.org/entity/Q1554560', 'http://viaf.org/viaf/30359208', 'https://data.cerl.org/thesaurus/cnp00559690']","Liechtenstein, Gundaker",https://pid.phaidra.org/vocabulary/Z6T4-5SJQ
"['https://data.cerl.org/thesaurus/cnp00431428', 'https://viaf.org/viaf/13160680/', 'https://www.wikidata.org/wiki/Q17173142']","Abel, Leonard",https://pid.phaidra.org/vocabulary/98B6-M2TJ
"['https://www.wikidata.org/wiki/Q1808186', 'https://catalogue.bnf.fr/ark:/12148/cb14459568m', 'https://viaf.org/viaf/49446056/', 'https://data.cerl.org/thesaurus/cnp01377023']","Fabricius, Lorenz",https://pid.phaidra.org/vocabulary/V6MW-ST3U
"['https://data.cerl.org/thesaurus/cnp00285005', 'https://viaf.org/viaf/10236375/', 'https://www.wikidata.org/wiki/Q897734']",Lucius Lucceius,https://pid.phaidra.org/vocabulary/DCJV-W2D7
[],"Izwenhuysen, Lambrecht von",https://pid.phaidra.org/vocabulary/3CE7-MP1X
[],"Metzler, Johann Michael",https://pid.phaidra.org/vocabulary/MF3T-J6CN
"['https://www.wikidata.org/wiki/Q190944', 'https://data.cerl.org/thesaurus/cnp01231680']","Bodin, Jean",https://pid.phaidra.org/vocabulary/4P3A-9H2Y
['https://www.wikidata.org/wiki/Q1493994'],"Orta, Garcia de",https://pid.phaidra.org/vocabulary/6KPH-ZN5J
